budget,id,runtime,vote_average,vote_count
13000000,11962,78.0,5.0,87
26000000,2925,102.0,6.5,172
0,28628,99.0,7.2,10
80000000,3595,117.0,6.4,482
0,9308,86.0,5.4,51
0,92381,89.0,5.4,8
0,18555,102.0,6.3,30
50000000,12123,107.0,5.3,291
36000000,10830,98.0,6.9,892
6000000,3573,121.0,6.7,152
13000000,10546,84.0,5.2,119
0,18862,108.0,5.0,32
0,31417,90.0,7.5,130
15000000,9431,87.0,5.0,63
0,124619,87.0,7.0,1
0,297645,90.0,0.0,0
0,48144,99.0,7.0,2
0,46986,85.0,7.5,4
0,144982,98.0,5.0,1
6000000,47907,117.0,6.8,17
50000000,10061,97.0,5.6,381
0,36266,123.0,6.8,23
2962051,549,108.0,6.6,97
45000000,10478,135.0,5.9,152
200000,66634,109.0,6.0,1
0,116690,98.0,6.4,12
0,213917,104.0,6.0,2
0,145925,0.0,6.0,1
0,100914,113.0,5.0,1
6000000,238,175.0,8.5,6024
0,159,90.0,6.1,34
900000,11134,95.0,6.7,109
500000,88224,88.0,6.3,9
0,132641,89.0,0.0,0
1850000,42758,108.0,6.4,10
4500000,9303,108.0,6.9,203
17000000,23945,89.0,4.9,17
0,37820,109.0,6.1,7
18000000,22479,116.0,6.1,13
53000000,9054,94.0,4.7,48
0,241058,82.0,4.0,2
0,11985,118.0,7.3,16
0,10232,101.0,4.0,2
0,59569,91.0,6.3,10
0,410921,0.0,0.0,0
0,38955,104.0,5.8,12
0,110513,90.0,5.2,3
0,114089,104.0,7.7,3
60000000,11015,110.0,5.8,130
40000000,9306,96.0,4.6,148
0,12559,101.0,5.3,28
8000000,58770,94.0,6.6,18
0,124851,89.0,5.0,2
32000000,3587,110.0,5.4,46
25000000,10723,84.0,5.4,164
0,56077,96.0,6.8,4
0,19004,71.0,6.1,86
0,101230,0.0,5.0,1
0,253632,,0.0,0
5000000,10987,88.0,5.0,173
0,44705,134.0,7.0,22
0,20318,114.0,7.1,13
0,43596,88.0,6.3,8
0,79782,110.0,7.5,4
0,26933,115.0,7.4,18
3000000,27854,170.0,6.1,41
0,981,112.0,7.7,196
2540800,872,103.0,7.9,747
2723903,2769,113.0,6.9,133
0,13320,103.0,7.0,162
2500000,164,110.0,7.6,1082
2479000,426,128.0,8.0,1162
1000000,567,112.0,8.2,1531
325000,3078,105.0,7.7,283
2068000,13528,114.0,7.2,73
520000,28288,107.0,7.2,17
4000000,213,136.0,7.8,1062
3000000,284,125.0,8.1,498
2883848,239,122.0,8.0,835
4000000,4808,113.0,7.7,351
878000,289,102.0,7.9,1462
375000,963,100.0,7.8,435
17000000,11113,170.0,7.4,361
2238813,6620,113.0,7.4,284
1500000,804,119.0,7.8,502
0,26531,93.0,7.0,22
0,909,113.0,6.8,66
2777000,630,102.0,7.4,1689
4000000,770,238.0,7.7,995
0,31044,92.0,7.1,35
1752000,599,110.0,8.2,533
839727,15,119.0,8.0,1244
10500000,62,149.0,7.9,3075
0,121357,95.0,4.8,3
1400000,705,138.0,8.0,367
1688000,22490,133.0,6.4,26
1288000,223,130.0,7.7,346
0,25670,120.0,7.0,86
2000000,303,102.0,7.8,345
1500000,4174,111.0,7.3,166
0,8356,111.0,7.1,101
2500000,381,106.0,7.1,299
0,20758,92.0,6.6,43
0,29376,112.0,7.1,46
1365000,1859,110.0,7.3,77
0,18299,130.0,7.3,55
0,17281,116.0,6.1,68
0,64382,94.0,6.6,11
2033000,10907,102.0,7.6,170
0,32093,94.0,7.1,39
1020000,1939,88.0,7.6,173
0,22292,104.0,7.3,59
4000000,3598,97.0,6.8,42
609000,3080,101.0,7.4,62
0,198,99.0,7.7,119
0,13562,94.0,7.7,69
5400000,1712,201.0,7.5,169
1,220,115.0,7.5,163
226408,3529,93.0,7.4,97
0,3085,92.0,7.5,171
6000000,2897,167.0,6.5,85
3180000,1585,130.0,8.0,1103
1500000,3083,129.0,7.9,245
1073000,900,102.0,7.6,201
0,43795,119.0,6.4,23
0,85638,115.0,8.3,4
0,50001,91.0,5.0,7
0,43905,83.0,6.4,26
0,22688,100.0,5.7,6
0,23114,102.0,6.6,13
0,26378,92.0,5.6,8
0,40206,101.0,6.2,17
0,22356,100.0,6.6,27
0,260,86.0,7.4,217
0,43488,117.0,5.2,14
0,22613,116.0,4.9,16
114000,10331,96.0,7.5,591
1300000,488,105.0,7.4,232
1000000,22733,89.0,6.2,31
3000000,261,108.0,7.6,168
0,57575,116.0,5.1,9
0,32574,122.0,7.3,52
0,22657,96.0,5.8,6
0,76464,93.0,3.8,2
4,22649,89.0,6.2,29
0,176841,65.0,6.0,1
0,125587,83.0,4.0,1
0,39448,93.0,7.4,11
0,52855,95.0,5.0,8
0,39940,115.0,6.7,19
0,172868,96.0,0.0,0
0,85328,99.0,5.3,2
0,124632,77.0,0.0,0
0,11076,107.0,6.6,114
0,63945,103.0,4.8,6
0,58985,116.0,6.5,15
0,890,127.0,6.8,6
25000000,10861,100.0,5.3,104
28000000,1770,132.0,6.8,98
0,44465,94.0,4.9,11
0,2033,119.0,0.0,0
0,18203,107.0,6.8,45
67000000,9333,101.0,6.2,263
0,47260,110.0,6.5,5
9000000,9400,118.0,6.9,66
0,9401,104.0,5.9,73
2300000,12241,88.0,6.2,29
0,25739,94.0,6.0,3
0,161806,88.0,3.0,1
38000000,11306,118.0,5.7,80
45000000,9625,92.0,4.7,102
0,10680,104.0,5.3,99
50000000,6346,113.0,5.9,62
0,18660,100.0,6.6,34
0,35115,93.0,5.9,14
0,14821,97.0,6.5,60
0,14136,107.0,6.0,126
0,10869,88.0,5.9,77
0,22660,83.0,7.0,68
0,19186,129.0,6.8,92
0,31102,134.0,6.9,50
0,6878,84.0,6.6,218
0,15944,104.0,6.2,22
0,18444,126.0,7.0,88
0,20723,112.0,6.4,28
5000000,173,127.0,6.9,160
14000000,864,98.0,6.8,510
0,24795,102.0,5.7,124
2900000,11224,74.0,6.8,1760
0,81310,25.0,7.8,20
0,15947,71.0,6.2,108
3000000,9078,79.0,6.9,935
0,29682,79.0,6.3,5
48000000,8367,143.0,6.6,937
6000000,433,139.0,7.4,1217
812000,11360,64.0,6.8,1206
10000000,11114,128.0,6.4,201
20000000,12335,117.0,6.8,260
3000000,12092,75.0,7.0,1557
12000000,10948,82.0,7.0,884
3000000,11229,110.0,6.5,95
8200000,15121,174.0,7.4,966
28000000,562,131.0,7.5,4005
10000000,10163,108.0,5.4,198
0,48862,103.0,6.2,11
0,117036,85.0,0.0,0
0,47199,95.0,5.0,7
4500000,11159,142.0,7.1,127
0,9591,108.0,6.8,230
0,30500,93.0,5.1,13
16000000,41843,125.0,5.3,21
0,55058,105.0,5.5,2
0,10938,90.0,7.3,76
65000000,11412,120.0,6.4,323
50000000,10586,109.0,6.4,238
0,42314,112.0,6.9,33
0,27845,95.0,6.7,51
0,108365,0.0,0.0,0
0,23223,101.0,6.8,8
2400000,49471,120.0,7.0,11
45000000,38153,103.0,4.0,12
7000000,25147,123.0,6.6,38
20000000,9716,101.0,6.5,149
0,43777,102.0,6.3,3
14500000,454,120.0,6.7,1406
200000,10218,94.0,6.8,255
44000000,819,147.0,7.3,729
0,38191,122.0,6.1,8
0,56830,96.0,6.0,6
0,11238,81.0,6.1,494
0,27256,88.0,5.2,3
0,31530,109.0,7.9,22
0,66473,101.0,7.0,4
0,28120,86.0,6.1,26
0,1834,95.0,7.2,48
0,26282,81.0,5.6,8
120,37218,115.0,7.4,3
3000000,252,100.0,7.4,826
0,116356,85.0,5.0,2
0,16372,100.0,7.5,126
2000000,11561,89.0,7.0,206
2000000,11302,82.0,6.7,167
7500000,623,108.0,7.1,576
4000000,583,94.0,7.7,1230
0,12614,132.0,6.9,89
0,21711,110.0,6.9,39
12000000,11575,160.0,7.2,64
2500000,475,111.0,7.6,384
0,11331,86.0,6.0,25
1400000,521,104.0,7.9,539
0,21202,135.0,4.8,3
6000000,88,100.0,7.1,1371
1200000,500,99.0,8.1,3821
6000000,792,120.0,7.5,1236
6500000,8491,97.0,6.4,255
49000000,402,127.0,6.5,869
38000000,10537,140.0,6.7,285
3705538,11386,112.0,6.9,180
12500000,9504,100.0,7.5,330
12000000,15764,151.0,7.4,149
10500000,601,115.0,7.3,3359
0,67365,80.0,6.3,4
0,25842,69.0,7.0,34
60000000,2119,107.0,5.9,359
15000000,744,110.0,6.7,1736
0,136311,97.0,6.8,5
1500000,221,111.0,7.6,351
1800000,702,125.0,7.6,291
0,25750,85.0,4.6,41
0,17642,87.0,0.0,0
0,427043,88.0,0.0,0
0,146341,105.0,0.0,0
0,9305,80.0,7.7,61
0,37616,92.0,5.4,7
0,11112,114.0,6.2,49
12500000,21612,99.0,7.3,31
0,141210,6.0,8.0,1
0,102461,90.0,6.8,8
0,36998,118.0,7.0,56
0,200383,90.0,5.2,3
0,116844,90.0,0.0,0
36000000,1630,129.0,6.8,257
0,26626,100.0,5.8,15
0,124837,105.0,5.3,2
0,11816,109.0,7.3,101
5000000,11843,113.0,6.7,138
6788000,10379,103.0,5.9,107
70000000,2756,139.0,7.1,822
1000000,790,89.0,6.4,318
6000000,1103,99.0,6.9,720
1000000,11298,91.0,6.4,165
4940939,4480,120.0,7.6,113
0,4481,120.0,7.8,103
0,49688,90.0,6.3,3
0,10765,109.0,6.0,103
400000,762,91.0,7.8,1742
0,44497,79.0,6.8,12
0,85588,93.0,8.0,1
0,278621,110.0,4.0,1
0,99479,112.0,5.0,1
500000,55049,123.0,8.0,5
0,124829,86.0,0.0,0
0,79306,96.0,0.0,0
0,356054,74.0,0.0,0
0,10548,89.0,7.3,54
0,531,30.0,7.6,266
0,104931,62.0,7.7,3
0,4483,122.0,6.7,22
0,18919,97.0,7.4,22
0,31556,79.0,6.4,17
0,26167,79.0,7.2,19
0,26174,92.0,6.4,15
0,61461,84.0,7.2,11
0,117500,110.0,4.7,3
0,218713,65.0,8.0,1
0,217802,75.0,0.0,0
0,127973,62.0,3.5,2
0,659,142.0,7.0,93
0,30892,154.0,6.8,29
0,86369,0.0,4.8,3
0,8074,100.0,7.0,33
0,124676,85.0,0.0,0
0,38554,112.0,5.1,17
7000000,49763,80.0,5.7,33
0,41326,98.0,6.0,2
0,36555,90.0,5.8,13
0,10608,102.0,6.5,44
0,11216,124.0,8.2,834
0,7452,125.0,7.3,137
0,64567,0.0,5.6,9
4000000,892,99.0,7.4,320
0,1600,97.0,7.3,154
0,26561,89.0,6.9,25
935000,975,88.0,8.2,565
0,18129,110.0,6.5,112
0,54405,113.0,4.1,4
0,150823,91.0,5.0,1
27000000,409,162.0,7.0,559
0,38251,96.0,7.4,157
645180,10161,103.0,7.5,208
1200000,1412,100.0,6.7,188
0,41768,135.0,6.7,7
3000000,10409,94.0,6.2,83
0,14285,103.0,7.9,109
0,2469,111.0,7.0,102
4,10174,119.0,6.3,32
500000,31225,71.0,8.2,67
3000000,510,133.0,8.3,3001
0,11455,86.0,6.7,201
18000000,1891,124.0,8.2,5998
16000000,2493,98.0,7.6,1518
18000000,85,115.0,7.7,3949
15000000,68,132.0,7.6,877
18500000,679,137.0,7.7,3282
1200000,429,161.0,8.1,2371
0,13446,107.0,7.4,173
350000,389,96.0,8.2,2130
15000000,947,216.0,7.8,870
2200000,185,136.0,8.0,3432
2000000,595,129.0,7.9,676
31500000,28,153.0,8.0,2112
5000000,335,175.0,8.1,1160
32350000,1892,135.0,7.9,4763
2500000,144,128.0,7.5,256
0,1092,104.0,7.9,431
25000000,769,145.0,8.2,3211
11000000,348,117.0,7.9,4564
11000000,766,81.0,7.3,852
0,175,168.0,7.6,364
11500000,11645,162.0,7.9,349
0,10835,110.0,7.6,179
806948,539,109.0,8.3,2405
27000000,525,133.0,7.5,1092
13000000,240,200.0,8.3,3418
17000000,600,116.0,7.9,2595
0,530,23.0,7.4,199
9000000,10705,137.0,7.4,73
18000000,279,160.0,7.8,1107
0,3109,129.0,7.3,118
30000000,311,229.0,8.3,1104
18000000,1578,129.0,7.7,968
4000000,703,93.0,7.8,1044
27000000,9549,193.0,7.4,241
0,1398,163.0,7.8,356
14000000,387,149.0,7.9,623
5500000,9277,129.0,7.9,639
1200000,343,91.0,7.7,266
700000,37291,107.0,6.5,24
0,490,96.0,7.9,569
0,11235,111.0,7.0,81
6400000,218,108.0,7.4,4208
3000000,763,104.0,7.4,388
18000000,9665,122.0,7.4,391
0,18971,117.0,7.3,75
0,696,96.0,7.8,600
14000000,379,115.0,7.5,431
16400000,207,129.0,8.1,2786
3000000,37247,106.0,7.6,855
829000,1480,95.0,7.6,292
0,9322,115.0,7.0,511
3000000,826,161.0,7.7,554
0,422,138.0,7.9,427
6000000,829,130.0,7.9,939
1200000,828,92.0,7.3,323
3800000,3090,126.0,7.9,285
25710,9964,91.0,6.4,196
0,3063,68.0,7.6,170
0,13667,97.0,6.8,164
19000000,694,144.0,8.1,3890
8000000,235,89.0,7.8,1568
0,832,117.0,8.0,465
3600000,765,84.0,7.5,760
4000000,5925,172.0,7.8,731
15000000,11778,183.0,7.8,943
0,4485,117.0,6.7,37
14600000,137,101.0,7.4,2358
14000000,33,131.0,7.7,1133
80000000,982,126.0,7.7,188
0,8428,105.0,7.0,86
1120175,212,118.0,7.4,234
19000000,105,116.0,8.0,6239
11000000,1633,130.0,7.6,298
12000000,11202,172.0,7.3,327
0,1554,107.0,7.2,149
8000000,149,124.0,7.8,792
16000000,8009,116.0,6.8,642
3000000,903,126.0,7.7,390
0,11673,137.0,6.8,131
2800000,3034,106.0,7.7,880
3500000,339,129.0,7.5,165
0,10404,125.0,7.8,139
2000000,914,125.0,8.1,756
2280000,756,124.0,7.2,831
730000,288,85.0,7.6,343
0,910,116.0,7.6,244
0,2640,102.0,7.3,387
5100000,16633,103.0,7.1,104
15000000,665,212.0,7.5,660
2500000,11031,82.0,7.6,413
0,11314,87.0,7.7,140
0,15143,95.0,6.9,104
48000000,89,127.0,7.6,3221
0,10322,130.0,7.7,243
22000000,783,191.0,7.4,730
17000000,10644,171.0,7.0,89
3000000,11257,117.0,6.9,164
0,14370,106.0,6.6,121
12000000,12104,95.0,7.7,363
14400000,625,141.0,7.5,180
0,8816,101.0,7.3,70
1900000,830,98.0,7.2,238
0,2323,107.0,7.1,383
0,983,129.0,7.6,148
6000000,642,110.0,7.4,659
1746964,655,147.0,7.7,282
23000000,10341,287.0,6.3,45
16000000,639,96.0,7.3,974
0,266022,86.0,0.0,0
0,168450,93.0,5.0,1
0,30180,84.0,6.8,12
0,31388,93.0,3.5,20
0,41801,119.0,5.4,10
0,66034,93.0,6.2,12
0,348138,90.0,0.0,0
0,96288,75.0,7.0,1
0,61536,135.0,6.2,8
0,18762,90.0,3.6,13
0,331367,0.0,0.0,0
50000000,8077,114.0,6.2,1664
10000000,814,97.0,7.2,571
0,41671,91.0,4.1,21
0,27214,105.0,4.0,40
0,52263,93.0,3.5,17
1500000,33519,90.0,2.8,17
0,16235,104.0,5.9,59
0,11449,117.0,6.2,192
0,41848,91.0,2.7,19
0,25944,103.0,5.8,22
5000000,24913,89.0,5.8,74
0,49126,113.0,5.8,34
0,32076,114.0,6.2,39
2500000,571,119.0,7.3,959
240000,8851,86.0,6.2,147
2000000,37843,92.0,4.9,18
0,32146,88.0,5.6,24
0,30346,77.0,6.8,47
40000000,6114,128.0,7.1,1087
393750,229,75.0,7.4,208
0,13549,116.0,6.6,58
6000000,9529,99.0,6.2,303
35000000,1598,128.0,7.0,692
0,11349,105.0,7.2,125
1800000,7340,98.0,7.0,977
0,6217,118.0,6.0,97
1800000,377,91.0,7.2,1212
0,653,94.0,7.7,373
0,28198,97.0,8.5,2
2800000,794,111.0,7.2,485
26000000,31640,101.0,5.5,34
6000000,8744,97.0,5.6,45
42000000,25189,126.0,6.5,47
0,145,159.0,7.2,213
0,2212,102.0,6.2,104
46000000,199,111.0,7.0,671
0,7863,105.0,7.3,136
1000000,12498,135.0,7.4,236
60000000,9279,89.0,5.5,583
0,53234,128.0,5.8,15
0,17204,150.0,7.9,38
40000000,21539,124.0,5.4,55
2535000,85589,118.0,6.4,5
3000000,12709,102.0,7.4,30
25000000,20539,124.0,6.7,134
54000000,11674,103.0,5.6,722
0,199512,0.0,5.5,2
0,64900,112.0,5.0,1
70000000,1573,124.0,6.6,1920
35000000,152,132.0,6.2,541
27000000,174,113.0,6.7,421
30000000,172,107.0,5.6,384
12000000,154,113.0,7.3,688
18000000,157,105.0,6.4,443
24000000,168,119.0,6.9,490
80000000,364,126.0,6.6,1706
13000000,11967,107.0,6.6,262
20000000,9086,132.0,6.3,165
6000000,621,110.0,7.2,1633
13200000,9037,115.0,4.9,185
12000000,10173,94.0,5.6,100
0,55687,77.0,3.9,19
0,168535,97.0,6.0,1
35000000,8845,103.0,6.1,405
0,46681,80.0,7.1,13
7000000,578,124.0,7.5,2628
20000000,579,116.0,5.9,412
20500000,17692,99.0,4.2,266
0,17795,101.0,6.3,46
70000000,75,106.0,6.1,1544
3000000,13891,104.0,6.8,27
50000000,9390,139.0,6.7,941
6000000,378,94.0,7.2,548
0,10896,112.0,6.8,38
0,2322,126.0,6.7,301
0,41240,97.0,7.3,19
0,26949,113.0,6.0,28
23000000,9819,98.0,6.6,130
0,49799,96.0,0.0,0
0,31908,130.0,6.2,40
0,46027,113.0,6.6,24
12000000,3179,81.0,6.5,169
0,1802,111.0,7.0,40
14000000,4232,111.0,7.0,1520
40000000,9361,112.0,7.1,747
0,2928,105.0,5.5,174
0,30285,129.0,5.8,18
0,10549,242.0,7.3,118
0,58102,112.0,7.0,6
1300000,18451,106.0,6.4,9
0,27265,104.0,6.8,19
0,49935,117.0,7.0,5
55000000,8818,134.0,5.9,122
0,36758,144.0,6.3,46
0,36040,95.0,7.4,111
0,74239,127.0,6.4,4
0,9415,107.0,5.8,130
500000,55146,113.0,0.0,0
0,303693,94.0,0.0,1
0,12145,93.0,6.0,95
0,42424,98.0,4.2,16
55000000,34314,100.0,5.2,63
0,2892,105.0,7.7,3
0,9404,107.0,6.5,101
0,85242,95.0,6.0,1
0,9622,88.0,5.5,176
55000000,8860,117.0,5.3,136
0,197537,0.0,4.5,2
0,66597,103.0,6.1,4
0,14832,105.0,7.2,23
116000000,9619,108.0,5.8,445
0,40506,105.0,5.3,10
0,31000,96.0,5.0,47
0,4104,98.0,6.9,220
8000000,26306,106.0,6.7,21
0,203829,90.0,0.0,0
0,43775,105.0,8.0,3
0,14908,108.0,4.4,27
0,784,105.0,7.5,46
0,12489,91.0,6.8,55
0,168283,72.0,0.0,0
0,16448,84.0,7.4,66
0,55936,99.0,6.6,14
16000000,17894,105.0,5.2,53
0,28059,121.0,6.4,32
0,58911,95.0,4.3,2
17000000,17949,82.0,5.0,35
0,1968,109.0,5.8,133
0,61563,96.0,6.0,10
50000000,66,121.0,6.4,226
0,20735,89.0,3.9,11
25000000,11419,93.0,6.0,175
0,333165,0.0,7.0,2
0,25796,105.0,7.1,15
15000000,638,134.0,7.5,572
30000000,25624,140.0,6.7,31
35000000,9366,127.0,7.4,1175
0,60083,0.0,3.3,4
0,21915,79.0,5.6,29
0,90928,0.0,6.3,8
0,50091,74.0,5.0,1
8000000,18420,97.0,5.6,14
1000000,19952,90.0,5.6,8
0,9446,97.0,4.9,122
3000000,28005,117.0,5.7,36
28000000,9403,109.0,6.7,106
10000000,27322,104.0,8.1,12
68000000,10003,116.0,5.9,310
35000000,9311,121.0,6.6,61
0,11844,100.0,5.9,15
10000000,884,100.0,6.5,224
0,49806,87.0,6.2,11
45000000,1624,86.0,6.4,1456
0,88423,93.0,5.0,1
20000000,16052,127.0,7.1,115
90000000,4477,107.0,5.9,300
32000000,24662,75.0,7.1,25
0,18423,90.0,4.2,13
0,76996,78.0,5.8,9
10000000,6499,99.0,4.6,60
35000000,50512,108.0,6.4,26
30000000,9405,93.0,4.4,163
0,12723,110.0,6.4,43
45000000,9360,89.0,4.8,624
0,9434,107.0,6.9,278
0,118991,113.0,4.9,5
0,21626,78.0,7.0,21
0,13982,95.0,5.4,39
0,93946,102.0,6.8,6
16000000,77223,122.0,6.2,21
0,31465,101.0,5.9,6
0,12793,93.0,5.9,15
0,102878,92.0,8.0,1
0,105763,100.0,3.5,2
0,9611,92.0,6.0,160
0,47694,130.0,7.2,6
90000000,10357,104.0,5.2,387
0,9977,101.0,5.3,9
16500000,816,94.0,6.5,1033
36000000,2163,95.0,6.6,202
0,124680,92.0,7.0,2
0,16399,88.0,5.3,5
0,124843,92.0,4.0,4
0,31017,106.0,5.7,15
0,24645,87.0,0.0,0
0,49478,103.0,4.7,9
85000000,12499,89.0,5.1,77
90000000,18,126.0,7.3,3962
0,68545,105.0,8.0,1
0,1811,82.0,6.3,27
0,109614,98.0,3.9,6
0,60082,105.0,5.0,7
0,105045,115.0,5.0,1
0,53023,79.0,7.0,21
2000000,64802,108.0,5.7,10
0,11239,136.0,7.2,35
0,50850,88.0,3.2,5
0,15321,99.0,6.6,29
0,2058,100.0,6.1,112
0,9450,107.0,6.9,53
0,125021,94.0,8.0,2
73000000,330,129.0,6.2,2528
0,38523,97.0,7.5,11
0,16375,96.0,6.4,22
0,33660,93.0,5.7,17
0,59232,119.0,6.9,7
0,45671,100.0,6.3,7
0,17770,98.0,5.3,17
0,15170,84.0,3.9,13
75000000,1701,115.0,6.5,1289
0,201445,107.0,4.0,1
0,26422,126.0,6.9,41
0,124642,89.0,0.0,0
160000000,1639,121.0,4.1,439
500000,49235,95.0,6.0,1
0,106129,80.0,6.0,1
0,291634,0.0,0.0,0
0,107743,102.0,5.5,2
125000000,415,125.0,4.2,1447
0,47686,97.0,7.7,10
0,65889,98.0,6.3,4
0,11103,92.0,5.8,39
85000000,11970,93.0,7.3,1741
0,34941,92.0,6.7,7
0,407992,113.0,8.0,2
38000000,8874,105.0,6.4,606
0,17991,83.0,5.6,24
0,11956,91.0,6.1,16
900000,266,103.0,7.5,138
80000000,754,138.0,6.8,1612
0,37567,93.0,7.2,6
0,43771,75.0,7.5,6
0,124834,80.0,7.0,3
0,249358,110.0,0.0,0
0,111367,84.0,8.0,3
90000000,607,98.0,6.9,4521
0,18080,106.0,5.8,20
0,38225,106.0,5.8,28
28000000,17834,86.0,5.5,46
90000000,686,150.0,7.2,1338
0,65046,101.0,6.0,4
50000000,4421,125.0,6.0,404
20000000,9387,129.0,6.6,663
55000000,10603,92.0,5.4,508
15000000,2142,104.0,6.6,384
60000000,8413,96.0,6.4,752
40000000,10336,96.0,5.0,344
3000000,20737,98.0,5.3,108
19000000,9413,105.0,5.1,114
0,14585,97.0,6.8,45
0,18519,86.0,5.6,76
0,49462,83.0,7.4,15
75000000,8834,135.0,6.5,440
50000000,9458,100.0,5.9,60
16000000,8854,97.0,4.2,49
18000000,38295,100.0,5.3,26
30000000,22073,130.0,6.5,33
0,37244,84.0,5.2,20
30000000,4961,105.0,5.7,255
0,9416,97.0,6.0,90
0,26180,101.0,5.6,56
0,17832,95.0,5.2,39
85000000,9772,124.0,6.2,859
20000000,6072,119.0,6.5,141
30000000,1669,134.0,7.2,971
2500000,468,104.0,7.1,218
0,32519,86.0,4.4,10
0,108401,86.0,5.3,3
35000000,10806,90.0,6.3,181
0,9433,117.0,6.8,359
50000000,6623,124.0,5.8,263
35000000,2118,138.0,7.7,1340
70000000,978,136.0,7.0,644
27000000,9437,115.0,6.2,353
0,29461,114.0,6.6,19
0,56651,87.0,5.0,1
5000000,10351,90.0,5.6,114
0,66588,105.0,5.7,11
50000000,2649,129.0,7.5,1556
60000000,14289,105.0,5.0,91
19000000,10155,125.0,6.5,185
0,75250,124.0,3.8,3
0,20457,97.0,6.1,18
0,18355,119.0,6.6,41
0,33657,98.0,3.2,6
0,55306,112.0,6.5,19
18000000,68924,112.0,6.9,181
0,36434,91.0,5.8,6
250000,2255,113.0,6.7,441
0,28353,93.0,5.4,9
3500000,9427,91.0,6.9,372
0,172545,98.0,0.0,1
0,17589,105.0,6.6,45
17000000,3597,100.0,5.6,698
57000000,1813,144.0,7.2,1414
16000000,36797,95.0,5.4,36
12000000,12628,94.0,5.6,26
1500000,33344,85.0,6.3,30
0,25099,83.0,8.3,8
0,45019,115.0,7.4,5
0,63437,101.0,6.3,6
0,62422,106.0,3.8,3
36000000,782,106.0,7.5,1846
0,29911,99.0,6.2,25
0,9827,91.0,5.2,110
0,1959,113.0,6.5,12
0,251481,0.0,0.0,0
12000000,8067,103.0,6.2,130
0,125052,86.0,4.8,4
0,45153,109.0,6.3,29
37000000,10871,118.0,5.8,52
0,14398,102.0,6.5,32
10000000,10890,106.0,6.5,253
0,99002,103.0,8.0,7
18000000,1281,85.0,6.3,602
0,32332,92.0,5.2,16
50000000,9770,114.0,5.9,81
24000000,12616,102.0,5.7,24
0,34838,100.0,6.4,5
0,14905,103.0,6.5,22
0,14583,106.0,6.6,16
40000000,11975,135.0,6.7,239
15000000,4995,155.0,7.5,812
12000000,9281,113.0,7.0,390
0,45928,108.0,6.3,7
105000000,563,129.0,6.7,1584
0,61337,107.0,6.1,9
11000000,19931,139.0,7.1,34
0,31535,95.0,2.7,13
6000000,10215,99.0,6.6,363
